id,text,sentiment
637338158997180416,"b'@business @google @Microsoft - nothing new under the sun! History always repeats! @Bershidsky - Brilliant article, thanks.'",positive
637678387214065664,b'have u suggested to @microsoft that going shopping&amp;doing the gardening may b a workaround?U cd b on to something! :) https://t.co/mzkb5jTUXt',neutral
634921865916452864,"b'I\'ve just been told for the 5th time that my case number ""will be escalated"" to a Level II tech by @MicrosoftHelps @Microsoft @Windows'",negative
632374683334258688,"b""Hey @Microsoft, I reserved my copy of @Windows 10 back in June, but i haven't been invited to download. Any updates on the timeline?""",negative
636842896524726273,"b""@Microsoft @MicrosoftHelps For the 2nd time I have been charged for something I wasnt made aware of. Person on the phone didn't care.""",negative
631223085476261890,"b""#teens @BillGates 1st company failed miserably. When Gates &amp; @PaulGAllen tried to sell the product it wouldn't work #nevergiveup @Microsoft""",negative
639451183342596096,b'Why does @Microsoft make it so hard to reset my @skype password? RIDICULOUS. Still not sure why password stopped working in the 1st place!',negative
630909171437801472,b'OK this is my pure speculation.  @Microsoft owns the cloud compute tech.  @Cloudgine is utilizing the tech.  3rd party devs is open to use.',neutral
634098901025484800,"b'Call from ""John"" @Microsoft ""hello, i\'d like to look at your computer, over the phone"" Me:"" ok, may I ask why your calling about my..(1/2)'",negative
630807124872970240,"b""@spyderharrison @Microsoft the reason I ask is because it may be the manufacturer's fault, and they could help you.""",neutral
633757225945665537,"b""I traveled to Redmond today. I'm visiting with @Microsoft @SQLServer engineers tomorrow - at their invitation. Feeling excited.""",positive
635658548265947136,b'@Microsoft may just reinvent personal computing\n\nhttp://t.co/dTVc3mtEO3\n\nvia @BusinessInsider\n\n#HoloLens #Microsoft http://t.co/TrKifgMfTO',positive
641666486793203712,"b'That may just be the most shocking moment of todays #AppleEvent, @Microsoft doing a demo on the new #iPadPro.....'",positive
639820535917092864,b'@festivaluprise @Microsoft Good luck to all Pitch Battlers. May the best pitch win!',positive
638219008542535680,b'@Microsoft may you PLEASE release versions of Windows when its stable Windows 10 is no where near stable!',negative
630159517058142208,"b'Sunday morning, quiet day so time to welcome in #Windows10 @Microsoft @Windows http://t.co/7VtvAzhWmV'",positive
634005885371711489,b'Have you heard the news? Our next meetup is on September 10th with Ryan Berry of @Microsoft! RSVP now for free -&gt; http://t.co/QOp26oct4f',positive
631104156187627520,"b'For the 1st time @Skype has a ""High Startup impact"" \n\nDoes anyone at @Microsoft have a clue?\n#Windows10Fail http://t.co/loO3yd5rwe'",negative
634926683284336640,"b""Now I'm trying to get to @MicrosoftHelps @Microsoft @Windows support online for about the 5th time.m""",negative
641295194583797765,b'@Microsoft  turns to @Dell  and @HP  to help get Surface into the office\nhttp://t.co/54JIFKE6IF',neutral
629345637155360768,b'@MikeWolf1980 @Microsoft I will be downgrading and let #Windows10 be out for almost the 1st yr b4 trying it again. #Windows10fail',negative
637830987108343808,"b""3rd rep just hung up on me. Absolutely devastated at how @microsoft's customer service treated me, wow.""",negative
634107085647511553,"b""We're excited to learn about #cloud #analytics from @Microsoft tomorrow! Join us https://t.co/p0bMREBBHC #tech #rva http://t.co/1XHmPdSvzq""",positive
631696872323850240,b'@trucker_squigz @Microsoft @MISpeedway @nationwide88 Cant wait to see you up here. I will be at the race on sun',positive
635976557098573825,b'@SuzanneMalveaux @hollyrpeete @Microsoft @sfujita55 @TeamGleason @rocsidiaz FYI Suzanne was my 1st choice 2 b my biographer but GOD made it',positive
631842974268305408,b'@ScottArbeit @GabeAul @Microsoft isntall the newest version and you may chance your mind!',positive
635619836538822657,"b""Having dinner with @maysoonzayid to plan 12th annual  NY Arab American comedy festival and AC/DC walked in. But couldn't get a photo""",positive
633464854737633280,b'When you realize classes start the 9th so the AC/DC concert will be the best concert since Eminem and Jay-Z #thatwasgoat',positive
639438669443502080,"b'This Friday! Start your Labor Day weekend with some Led Zeppelin, Aerosmith, Van Halen and AC/DC! LAVA Rock is... http://t.co/jobDSuOqti'",positive
637809432890576896,"b""I know more about AC/DC concerts than Angus Young probably remembers and I'm only getting to witness it live on Monday. I just""",positive
635858634027724800,"b'@JakeAReid planning on AC/DC live in Moncton? Coming up sooner than later, in Montreal on the 31st. At the big ""O"".'",positive
638342141572460544,"b'If AC/DC has a really successful show on Thursday, they will get a second show, that bumps one of the One Direction shows.'",positive
640954164437237760,b'Only reason im excited for tomorrow is the AC/DC concert',positive
633662951778557952,b'1981 Gino is pretty damn impressed with 2015 Gino for going to see AC/DC in Foxborough on Saturday.',positive
641629245790404608,"b""AC/DC is in Toronto tomorrow and I can't believe I'm gonna miss it""",negative
638545792047972352,"b'AC/DC tonight...One Direction on saturday, lets get itttttt #BigOsBumping'",positive
632477400178233344,b'@suziperry Also I am off to New York in 7 days to see AC/DC (my ultimate faves) for the 29th time-followed by Van Halen the night after!',positive
640960724215439360,"b'My grandma ""despises"" me going to see an AC/DC concert tomorrow'",negative
636396611900321792,"b""I can't even begin to tell you how excited I am to go see AC/DC tomorrow http://t.co/APSkCbG9Wx""",positive
634596962608672768,b'AC/DC will win #rock1000 with Thunderstruck! Has not won before but come 2nd at least once! @therockfm',positive
635967581627650048,"b""Angus Young's cap flew off six songs into AC/DC's set on Saturday at Gillette Stadium, but the guitarist didn't... http://t.co/36PHufBywo""",positive
641018928421060608,"b""Let's see...\nVaTech/OSU tonight\nAC/DC tomorrow night\nNFL kicks off Thursday\n5:00 a.m. alarms every morning\n#startschoolyearoffwithnosleep!""",positive
636333501621661696,"b'This time tomorrow AC/DC will be melting my fucking face off along with 82,000 other faces. #acdc #MetLife'",positive
639537119141175297,"b""In honour of the Big Show we'll play nothing but AC/DC tonight on our shop sound system. Then again, because of the Big Show we may not. ;)""",positive
632362695602245632,"b'@annkillion Best day on the Green for me was Aerosmith, Foreigner, Pat Travers, Van Halen, AC/DC, (July 23, 1978).'",positive
638374587525238786,"b""Just remembered I'm going to see AC/DC this Thursday lol""",positive
639159279715545089,"b'Young or old, rock fan or not, you do not wanna miss AC/DC tomorrow #supershow http://t.co/SZEFg1j02n'",positive
632884348430237696,"b""Hello lovelies again! Super Sunday. Thai food, AC/DC raunchy dancing during warm up, you lot and the Boys. More season 1, I'm a lucky woman""",positive
634728000702021632,"b'Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news...'",negative
640867036328009728,b'Fun week ahead...holiday today...AC/DC concert tomorrow and off to San Diego on Thursday for the Lions opener on Sunday...#funtimes',positive
637211482787287040,"b""Alex Theriault: AC/DC!! John and Holly are rockin'! All the way to Magnetic Hill to see AC/DC on September 5th!... http://t.co/tX2yciTzJH""",positive
638683716286464001,b'@johnhancockcbc This is the field at TD Place as AC/DC gets ready to play on Thursday! @OttawaMorning http://t.co/3rptfPa8Vp',positive
638358086990741504,b'Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin... http://t.co/QvO1aJ2Azg',positive
636977259736399872,b'For sale: one general admission ticket to AC/DC at Downsview Park on September 10th. You will have the pleasure of... http://t.co/jUDNkNCerg',positive
635541261332578305,"b""Still can't believe I'm going to see AC/DC tomorrow""",positive
637867653139271682,"b""@Hartleyjustin I'll be in LA sept 27 for AC/DC concert and staying at the Pink Palace. Will be n LA so will check the place out!""",positive
638940182113161216,b'Less than 24 hours to make your bid for the live auction of 2 tickets to the AC/DC concert this Thursday. Tickets... http://t.co/LUcZWoeheS',positive
637599197752098817,"b'Fly on the Wall [Remaster] by AC/DC (CD, Jul-2003, Epic (USA)) http://t.co/0Ufz1Lv0x2 #music http://t.co/limP2KUfbU'",neutral
634896402594836484,"b'@ericfisher @cbsboston Eric, how is the weather for the AC/DC concert tomorrow night at Gillette looking?'",positive
632260719245967360,b'Take the Highway to Dundas and check out FTATR (AC/DC cover band) on Sat at 6pm on the Main Stage! #dundascactus40 http://t.co/xiQdkga2Bk',positive
637272224865521664,"b""Did a love of AC/DC just out the identity of Ashley Madison's hacker?: A love of AC/DC may have inadvertently ... http://t.co/NdfOqs0hIU""",neutral
637226942668771328,"b""@AnthonyGermain bucket list tour to see AC/DC in Ottawa Thurs.  A friends first trip to ONT he's 52! (His bucket list) I will webcast ya!""",positive
632293803072729089,"b""Requests for Oasis, Steve Miller Band, AC/DC, Big Country &amp; The Banter Thiefs all make the cut for tomorrow's #MFCLive Playlist.""",positive
640077457257795584,b'Is anyone else going to/interested in going to see AC/DC on Tuesday?',positive
640356107274207232,b'@Sky1Ron can you get me back stage for AC/DC on Sept 25th???',positive
641368361343975424,"b""Let's get thru this Epic Tuesday with T.N.T. (AC/DC) by Carles Badal #np on #SoundCloud\nhttps://t.co/R96hlA1NaP\n#tuesday #aftertheholiday""",positive
633684233005895680,"b""I have 2 extra tickets (on the field!) for the AC/DC concert on Saturday night at Gillette Stadium.  I'm looking... http://t.co/q2YaY6S3ch""",positive
641033718275133441,b'AC/DC tomorrow with @jamiscoates356 Idek if ill be going to school the next day tbh',positive
636927985967349760,b'Tweets about AC/DC establish Ashley Madison hack suspect - The hacker behind the recent Ashley Madison leak may ha... http://t.co/8RKJTKhya2',neutral
634869623075303424,"b""@GoldenBrookss @hab4lyf73  Right now, don't have any for the weekend. By Tuesday heading to AC/DC concert and then NYC!""",positive
632358269168807936,"b""@MikkiC1115 yes I'll be there. Also have AC/DC on the 26th and Buckcherry at Starland on the 28th before the carney!""",positive
632266628600889344,"b""Can't beat it. Friday night, no kids, a few beers, listening to Taylor Swift....no, wait! I meant AC/DC. Motorhead!""",positive
641188113268641792,b'@nbauer10 yep AC/DC tonight at Ford Field then on a plane Thursday to San Diego...',positive
640950156054142977,"b'@EddieTrunk wish you were at Midway, I would have bought you a beer safe travels Eddie.on way to Detroit for AC/DC tomorrow night! \\m/'",positive
639122550287671300,b'Is anyone going to AC/DC at Ford field next Tuesday?',positive
633837726106841088,b'BACK IN BLACK by AC/DC was no.1 in the UK album charts on 18 August 1980',positive
632393299282661378,b'Why would anyone want to form a Metallica cover band? What is the upside-one day if they are lucky they may open for an AC/DC cover band?',negative
640893279605796866,b'AC/DC tomorrow at Ford Field. Someone is going to be tired on the second day of 6th grade. #butitshisfavoriteband \\m/ \\m/',positive
636931785054638080,b'Just turned on my @pandora_radio and got The Ronettes followed by AC/DC. I just might survive Thursday if this keeps up.',positive
634871374897643520,b'@senatorjohn You going to AC/DC tomorrow night? #RockOrBustWorldTour',neutral
632598549872672768,"b""Listening to early, live, AC/DC, covering Chuck Berry, while driving a black capri, with the windows down, in the sun. It's a good day.""",positive
640490887861137409,"b""AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!\n\nListen out for the cue... http://t.co/Ycra9z4MJn""",positive
639173291958239237,"b""I've been left in the car park. May or may not be rocking out to AC/DC""",neutral
641605506973306880,"b""Guy I'm working with probably disappointed that I don't care he's going to see AC/DC tomorrow""",negative
636518314508976128,b'The day sure snaps awake when your 1st tune is Back in Black by AC/DC !! Good Wednesday #HR !! #HRMusicShare #HRPositive',positive
640638429768851456,"b""@GaryBailey23 the 3rd didn't have a sound track by AC/DC""",neutral
637358551292346368,b'@adam_wadey remind her she was dancing to AC/DC last Sat night...',neutral
635091272223617024,b'Surprising my mom with AC/DC tickets for Wednesday. Just going to show up',positive
639577639561359360,"b""There's a couple here, the 3rd row from the stage, wearing a tux and long white dress... for AC/DC... Lol ok.""",positive
637023375987109892,"b""We're excited to announce that AC/DC tribute band Big Jack will take the main stage at Fall Jam on Sunday September 27th!""",positive
641191685234421760,"b""I can't tell you how much I am looking forward to AC/DC concert with my son in December. Um...OK, I can. Lots.""",positive
639842757289373696,"b'Burritos with my homegirl Darcy for lunch, hangs with @Signalnoise and MC Nauss tonight, AC/DC tomorrow and a long weekend. #winning'",positive
634842103588233217,b'Promised to take my niece to AC/DC tomorrow.  Soooo not in the mood now.',negative
636928427082317824,b'Is there anyone going for AC/DC concert on Nov?',neutral
633547870327717888,"b'Just turned 16. Hitched from Newcastle to get there. Went for AC/DC, left obsessed with Van Halen. Carefree days. https://t.co/ZwE9vSPjIK'",positive
634733114456166400,b'Fuck it. Closed the job down early to grab a flight to Boston for AC/DC concert tomorrow. Ride the highs of free money yo. #LookoutBoston',positive
639151037094469633,b'Tickets to see AC/DC @downsviewpark on the 10th coming up on #JustASec http://t.co/DN1CZLoct5',positive
636542685214437377,"b""Totally just got reminded I'm going to see AC/DC on the 20th!!! Wooo!!!""",positive
639457875270742017,"b'Strive Recreational Therapy has a few extra tickets for the AC/DC concert at Ford Field, Tues September 8th.... http://t.co/34lpoFLSZc'",positive
637452274655211520,"b""It's Friday night, at home sipping on some Crown Royal Whisky, listening to AC/DC, talking and tweeting with friends.   Life is good!""",positive
632557193376587776,b'Going from AC/DC to ABBA and back again is quite the mind fuck on a Saturday morning!  Thank goodness I can handle it!!  @FizzButtonCC',positive
641437722045890561,"b""Well one $99 Amazon prime fiasco later my stuff for the game Friday is guaranteed to be here Thursday...I'm counting on u Amazon!""",negative
641215923362271232,"b'Amazon to Release a $50 Tablet  \nAmazon plans to release a $50 tablet with a 6-inch  September 8, 2015\nhttp://t.co/pMn4qxYB1d Cool Tech!!!'",positive
641253680365334528,"b'Also, The Forsaken Comedy is free until Friday!  Pick up From Hell with Love and the sequels from Amazon http://t.co/oWLap47lZ7'",positive
641323600822304768,"b'@BiteThePain I ordered it from Amazon, should have it by Friday.'",positive
641468264413945856,"b'there and I added quite a few items to my ""Wish List"" that they have on Amazon for items I may wanna purchase in the future)and earlier'",positive
641334097328140288,"b""@SilentCoda @CobraOrlando @yankeejack I just ordered several mongoose from Amazon. They'll be on my doorstep tomorrow morning.""",positive
641186469944651776,b'@TheHumbleSage Thanks for sharing this course Gary. :) You may want to check out this blogpost on Amazon ML as well: http://t.co/OyOBwIfDaj',positive
641597227652280320,"b""@VofEscaflowne this is the exact reason why I don't preorder Friday releases from Amazon. They always push it back to the Monday delivery.""",negative
641338069287759873,b'Umm I maybe spent more money than I should have today oops. Well hopefully the sphero Amazon order dosnt come until Friday at the very least',neutral
641243340239994880,b'@VesperAkiri The item may be sold by a number of sellers or Amazon directly which could change delivery estimations. Do you have a link? ^KW',neutral
641268293282623488,"b'DEAL: Nexus 6 Drops to $349 at Best Buy Too: On Friday, Amazon cut the price of the Nexus 6 across the board b... http://t.co/RFBRJADxiy'",positive
641623668074917888,"b'5 star SEO Author promotion page designed 2 help come up in the 1st page of search engine results, above Amazon &amp; SWs http://t.co/RtS3AWlyCB'",neutral
641350001637982209,b'ordered my back pack off of Amazon 3 weeks ago and it turns out they lost my package and school starts tomorrow #sick',negative
641492941454901248,"b""my uroboros tracking from amazon is different... i hope that means it's coming via the route that will make it in time for friday delivery!""",neutral
641499463316582400,b'ROSES ARE RED just received its 10th review on Amazon! DOUBLE DIGITS! :D... http://t.co/9Yo4yVnzSF',positive
641342385348210690,"b"". @bzamayo I think you're right. Given Amazon's advances with Alexa Skills Kit and Echo, a 3rd party Siri API has got to be on the cards.""",positive
641472127665864704,"b""Amazon's refusal to integrate nicely with the Android ecosystem may have been its undoing in the Fire phone market.\n\nhttp://t.co/6mBZz0eazc""",negative
641426301845393412,"b'Somewhere, my mother just sat straight up in bed.\n""Is that...a cowboy hat? ARE THERE BABIES INVOLVED?"" ::she desperately clicks on Amazon::'",positive
641283236929269761,"b""I'm so bored in 2nd I just bought some stuff on Amazon""",neutral
641487529703817216,"b""Author: IF I've EVER reviewed your book, grab a screen cap NOW! Amazon may pull it down.\nhttp://t.co/jA1RTUZlBp http://t.co/hs0Lox27ez""",negative
641611227765080064,b'@mcelhearn Thems the breaks. I may have made more $ from the Fire Phone than Amazon did. ;)',positive
641394457871536129,"b""@_tomcc Amazon released it on Friday. It doesn't have in game music though. Is it suppose to?""",neutral
641370873757335552,b'CNET Update - Amazon may be cooking up a $50 tablet\n\nOh My God! Welcome back @BridgetCarey I missed you so much!! http://t.co/kRWg3EQjez',positive
641651845421768704,b'Thats what I did with mine. I scoured Amazon for months and found a deal just like that and snatched it up so fast. https://t.co/QsooHxmirg',positive
641310847470567424,"b""When Apple brings games to AppleTV tomorrow, it will matter because unlike OUYA, Amazon. Razer, etc, Apple has 10's of millions of AppleTVs""",positive
641351471645089792,b'Yuckiest Food in the Amazon due Thursday!',neutral
641540897243561985,b'I ordered a 64GB Nexus 6 from Amazon a couple days ago. It just shipped and should be here on Thursday!',positive
641454770897588224,b'Grady Harp - Top 100 Reviewer on Amazon gave my 1st #sophieandscottie book 4 stars and the 2nd book 5 stars. #chapterbooks #juvenilefiction',positive
641499203730960384,"b""My Amazon package was supposed to be delivered today by 8pm. Guess that means I'll get it tomorrow before 8pm?""",negative
641286935772708870,"b'While software may be eating the world, Amazon appears to be eating everything. Amazon Prime will soon include free restaurant delivery.'",positive
641358180711206915,"b""#RT The 3rd book in The Viking's Apprentice series has been released. Amazon users get it here http://t.co/0pJjo6xXN7 #amreading""",positive
641312202528567296,"b'Yes, highly recommend ""Curiosity"" by Amanda - get it on Google Play, Amazon or other outlets.  https://t.co/B4sbFe14xO'",positive
641182669821358080,b'A little worried about Amazon. The collection was meant to go up on Saturday but is still not available.',negative
641407598084923393,"b""@jurxssicpratt i just ordered one from Amazon it'll be here on Friday let's fucking rOLL""",positive
641647937236373504,"b'As Apple goes bigger/expensive on Tablets, I had a nice chat with @KatieGBurke about Amazon going smaller/cheaper https://t.co/HwE8yZ5Ul7'",positive
641237443295973376,b'May all the items saved for later in your Amazon basket increase in price #moderncurses',negative
641641548741017600,"b'Wines of France was scheduled for publication tomorrow, but Amazon released it early. Look inside at http://t.co/Wle3SNe0Wl'",neutral
641525132738039808,"b""@Monomirror JELLY. Mine won't be here until Friday because Amazon are tight with shipping dates :(.""",negative
641342271833534464,b'Amazon may sell $50 tablet with 6-inch screen during the Holiday Season http://t.co/bBGjtZ3MSb',neutral
641621763126902784,b'Email from Amazon this morning tells me the new @thebenshi book will arrive on Tuesday!\n\nLooking forward to the #narrative on #science',positive
641287889112928256,"b'Amazon may intro a 6-inch, $50 tablet - half the price of its current low-priced model, for the holiday season'",positive
641649190355996672,b'Amazon rainforest: Lungs of the world has lost a 10th of its trees in 5 decades http://t.co/Ox3QzWX65P',negative
641506752848990208,"b""; A; impulsively bought a docking station for my laptop 'cause I needed one and amazon said it would arrive tomorrow if I ordered now""",positive
641361087766528000,"b""@Alex_Olney Was going to but then GAME had to go crazy whacko so I'll probably see if Amazon still has the amiibo ed. in stock tomorrow.""",neutral
641277646056374272,"b'Good News: @Film_Movement will be releasing us in the US. VOD, iTunes and Amazon from Oct 2nd, DVD Dec 1st - all under a new title: AMOROUS'",positive
641548065040658436,"b""@MCPEsuggestions got Amazon last Thursday, got IOS last night but the update isn't showing in Google play store yet...""",neutral
641629066223833088,b'amazon: http://t.co/bS0inFfjok Listen to ad free music online with Amazon Here http://t.co/9Y3QhDQVHB and sign up for free',positive
641380820180172801,"b""Adventures of Thor,  Bath Time. 2nd  children's book coming soon to Amazon. It's about a cute beagle and bath time. http://t.co/gRhsRLeCZM""",positive
641626377142169601,b'Amazon Hiring Fair: $11.25 hr. with a shift differential - Free Transportation - Benefits\nSeptember 10th 2015... http://t.co/DXSsyXcPD5',positive
641378494757400576,b'@scott_trudi @seanflanery You have to put it on your Easter list: Release date is April 5th 2016. You can preorder on Amazon.',positive
641661703508332544,"b'@Marnie_Riches just finished #thegirlwho pt2,Wow! just Wow! You got a date for part 3 yet? Amazon is saying March 16 but ad says October 15?'",positive
641262559035830272,b'Nice. The Man in the High Castle will be on Amazon Instant on November 20th.',positive
641357094654885888,b'Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... http://t.co/yRmqFq3PxN',positive
641324610580021248,b'@BritishGasHelp Hi guys I changed my tarif over to fix and reward sept 16 and it came with a Amazon voucher when will I receive this ?',neutral
641462939090817024,"b""Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :)""",positive
641400681597939712,b'Amazon #PreOrder is #Live for Vivid!!\nGo Pre-Order your copy and have it on your kindle October 11th!\n\nAmazon US:... http://t.co/ThdThD507V',positive
641267504296382464,"b""Mending the Piggy Bank | 10 FREE Children's Kindle eBooks on Amazon (September 8 Roundup) http://t.co/rzKDbZUpBU""",positive
641605833101561856,"b'Spike Lee on his new project, Amazon\'s 1st theatrical film release #Chiraq ""Art can impact the world in a positive way and a negative way.""'",neutral
641510138235367424,b'@AmazonHelp You may please check my pending complaint with Amazon for which I write many emails and called customer care.',negative
641514019304697856,b'New wish list on Amazon.  Hoping to get on @chaturbate tomorrow during the day ;) http://t.co/1PJi1AeCfY',positive
641566947566616576,"b""@adams0421 Thanks! Make sure you snag a copy from Amazon or your local shop so you're ready for issue 11 in November :)""",positive
641357479692009472,"b""I want this. And yes, I'm playing on Amazon instead of reading for class tomorrow. Because my head is spinning. http://t.co/tCqn6T2KEv""",positive
641403375972552704,b'@LikChan Nice! I have the bottom two! Where have you been getting yours? (I paid exorbitant Amazon 3rd party seller costs for Xenoblade)',neutral
641309506748682240,"b""@TravellousWorld Nice to meet you on Twitter! Anything Amazon travel related you may need, we're here :) !""",positive
